num_agent: 1000 algorithm: RANDOM trans_suc_rate: 0.9 num_episode: 100 num_state: 11 rewards: [0, 1, 0.9, 0.8, 0.7, 0.6, 0.5, 0.4, 0.3, 0.2, 0.1] density: [1.0, 0.2, 0.1, 0.1, 0.2, 0.05, 0.05, 0.2, 0.1, 0.0, 0.0] drop_ratio: 0.0 add_ratio: 1.0
0,371.1,235
1,783.2,506
2,1223.8,772
3,1663.9,1019
4,2095.6,1267
5,2519.6,1534
6,2934.4,1819
7,3347.2,2118
8,3776.7,2391
9,4207.9,2678
10,4634.6,2939
11,5072.9,3201
12,5492.7,3456
13,5933.9,3716
14,6360.0,3995
15,6804.9,4241
16,7233.7,4518
17,7634.1,4814
18,8073.7,5063
19,8534.9,5306
20,8961.7,5560
21,9395.7,5819
22,9822.7,6074
23,10259.6,6321
24,10669.2,6610
25,11088.1,6885
26,11534.0,7146
27,11970.3,7393
28,12379.3,7675
29,12812.2,7932
30,13228.8,8196
31,13671.2,8442
32,14094.8,8724
33,14511.7,9007
34,14946.3,9262
35,15352.0,9551
36,15774.9,9810
37,16187.2,10091
38,16613.6,10342
39,17038.7,10614
40,17479.9,10876
41,17927.6,11122
42,18372.9,11365
43,18813.0,11622
44,19239.8,11882
45,19661.7,12145
46,20093.2,12417
47,20491.7,12705
48,20908.9,12971
49,21337.3,13233
50,21776.8,13497
51,22229.9,13743
52,22639.0,14029
53,23077.0,14287
54,23472.4,14593
55,23887.2,14884
56,24303.1,15151
57,24737.0,15406
58,25161.8,15668
59,25597.9,15922
60,26033.1,16175
61,26448.4,16443
62,26871.3,16717
63,27269.3,17002
64,27693.6,17259
65,28139.4,17496
66,28579.7,17750
67,29007.2,18015
68,29426.1,18297
69,29854.0,18569
70,30280.5,18839
71,30714.0,19113
72,31119.8,19407
73,31553.8,19675
74,31973.0,19953
75,32389.5,20253
76,32802.1,20539
77,33240.0,20793
78,33663.8,21083
79,34090.1,21352
80,34504.4,21628
81,34928.0,21907
82,35345.2,22166
83,35798.2,22406
84,36231.0,22649
85,36652.3,22909
86,37063.8,23188
87,37497.6,23429
88,37943.6,23681
89,38389.4,23948
90,38809.0,24248
91,39224.6,24549
92,39658.0,24822
93,40074.4,25097
94,40488.6,25377
95,40906.8,25661
96,41338.2,25911
97,41783.9,26173
98,42206.6,26436
