num_agent: 1000 algorithm: SCMDPBF trans_suc_rate: 0.9 num_episode: 50 num_state: 11 rewards: [0, 1, 0.9, 0.8, 0.7, 0.6, 0.5, 0.4, 0.3, 0.2, 0.1] density: [1.0, 0.2, 0.1, 0.1, 0.2, 0.05, 0.05, 0.2, 0.1, 0.0, 0.0] drop_ratio: 0.5 add_ratio: 1.0
0,621.5,35
1,1267.5,37
2,1904.3,45
3,2541.9,53
4,3170.2,72
5,3787.1,97
6,4427.9,122
7,4990.9,122
8,5415.8,122
9,5813.2,122
10,6204.0,122
11,6567.6,122
12,6956.0,122
13,7333.0,122
14,7704.8,122
15,7945.9,122
16,8538.9,139
17,8994.9,139
18,9385.1,139
19,9639.2,139
20,10013.3,139
21,10251.5,139
22,10574.6,154
23,10783.4,154
24,11406.7,161
25,11838.7,161
26,12224.0,161
27,12574.8,161
28,12941.2,161
29,13327.6,161
30,13702.4,161
31,14308.0,199
32,14917.7,220
33,15369.0,220
34,15999.6,224
35,16555.6,224
36,16889.7,224
37,17165.4,224
38,17409.7,224
39,17641.2,224
40,17860.0,224
41,18080.2,224
42,18291.3,224
43,18398.5,224
44,18649.6,224
45,19270.1,226
46,19687.5,226
47,20042.7,226
48,20250.5,226
