num_agent: 100 algorithm: UNC trans_suc_rate: 0.75 num_episode: 31 num_state: 11 rewards: [0, 1, 0.9, 0.8, 0.7, 0.6, 0.5, 0.4, 0.3, 0.2, 0.1] density: [1.0, 0.2, 0.1, 0.1, 0.2, 0.05, 0.05, 0.2, 0.1, 0.0, 0.0] drop_ratio: 0.0 add_ratio: 1.0
0,20.0,53
1,40.0,130
2,60.0,210
3,80.0,290
4,100.0,370
5,120.0,450
6,140.0,530
7,160.0,610
8,180.0,690
9,200.0,770
10,220.0,850
11,240.0,930
12,260.0,1010
13,280.0,1090
14,300.0,1170
15,320.0,1250
16,340.0,1330
17,360.0,1410
18,380.0,1490
19,400.0,1570
20,420.0,1650
21,440.0,1730
22,460.0,1810
23,480.0,1890
24,500.0,1970
25,520.0,2050
26,540.0,2130
27,560.0,2210
28,580.0,2290
29,600.0,2370
