num_agent: 100 algorithm: RANDOM trans_suc_rate: 0.75 num_episode: 31 num_state: 11 rewards: [0, 1, 0.9, 0.8, 0.7, 0.6, 0.5, 0.4, 0.3, 0.2, 0.1] density: [1.0, 0.2, 0.1, 0.1, 0.2, 0.05, 0.05, 0.2, 0.1, 0.0, 0.0] drop_ratio: 0.0 add_ratio: 1.0
0,23.7,23
1,59.3,48
2,97.6,73
3,135.6,107
4,176.0,141
5,219.8,167
6,262.1,194
7,307.4,224
8,352.2,249
9,400.4,273
10,442.3,304
11,480.4,336
12,523.6,363
13,566.5,391
14,603.1,430
15,636.9,468
16,672.5,504
17,717.7,527
18,765.4,548
19,814.2,570
20,857.7,595
21,902.2,622
22,947.6,647
23,992.8,670
24,1031.0,701
25,1075.3,728
26,1113.3,762
27,1155.6,789
28,1194.0,814
29,1231.4,845
